review,rating
"ill keep this short 1) Bad Artifact grinding. theres 3 layers of RNG. hoping to get the artefact set you want, the stat and substat, and finally hoping it rolls into the substat you want it to 2) bad rewards and gacha system. even hoyos other games have proven to have better gacha system with more rewards for players to earn each patch 3) lack of endgame content. Abyss is the only meaningful endgame content, there is virtually nothing to do if you've 100% all regions and done all quests",1
"Deleted instantly after the Kagura Adjustment Patch. You call it adjustment, we see it as a nerf, we wanted more escaping capability and more DMG because she's clearly weak and useless against other heroes. You had a chance to become the best PVP game and yet failed. She was the only main reason why I started playing and now she's useless. Please change the adjustment and make my money worth it💜",1
"I have been playing since Eula's first banner and getting characters was very fun. I heard many people call genshin bad, but I think that Genshin is amazing. Genshin has made a lot of progress since I think 2020 or 2021.",5
So cool music and amazing open world game,5
"Right now, I'm not able to play genshin because it has a ""bug"" that the developer needs to fix.",3
"I love this game, it makes me want to peel my skin off and eat bugs",5
Good,4
Really this game was forget me to play free fire,5
"The game is really good.The graphics, visuals and music are great. The game gets a little boring after ar55 but with the coop option or with friends it's never boring.The vast amount of characters also makes me want to play more. Thank you Hoyoverse for this beautiful experience.",5
kawaii,5
"I love this game, but i lag so much",4
It was great and a lot of fun i enjoy play it when my studies done also when i have a free time.,5
Sangar seru dan penuh explorasi,5
I love it,5
Amazing game good graphics the game takes up alot of space but it has to for a game with such good grapics,5
"Dear genshin community, we all know this is a wonderful app and definitely worth the time and storage because of the beautiful art style, characters, plot, and scenery. With all that being said, AHEM GENSHIN PLEASE MAKE IT EASIER TO GET 5 STARS!!! I started playing a year ago just for one character, arataki itto. AND BEEN PLAYING FOR 12 HOURS STRAIGHT TRYING TO GET HIM. So let this warn you. You are not guaranteed your favorite character >:( unless you spend all your life on genshin.",4
U BETTER BRING ARLECCHINO HOME!!!!♥️♥️♥️,5
really cool,5
Good graphic,5
Game is good,5
Good game ping high 400 ping,1
"At the end of certain quests I have encountered opponents that are far beyond the level your characters are supposed to be at to defeat, and have been continually unable to complete major questlines because of it. A quest that requires characters to be at party level 20 and you end up facing creatures that are five times your level. I have been trying to complete an Archon quest and can not even get a single attack off on the main bosses of the boss battles at the end of it. This is constant.",2
I would give it a five star but it is so laggy I always have to see reconnecting to server and it's getting annoying so can you give me an update pls,4
I CANT GET MY ACCOUNT BACK THATS WHY I STOPPED PLAYING.,1
I love the game I think the game creates did a really good job.,5
"If you don't like having fun, Genshin is perfect. Featuring a ""**** you"" system, but we call it pulling! Don't have enough primogems to lose your next 50/50? No problem! Just wait for the next banner change for a new event, that way we make sure you never get your desired character, unless you pay money! I loved this game personally, it's just like smoking, I gave up several days of my life just for that next hit of dopamine.",2
It's a really bad game it's very glitchy and only works with THE BEST internet.,1
Good game 🥰,3
"It seems like an awesome game but it takes up soooooo much storage I had to delete so many things for nothing! I couldn't find a helpful video to fix it, pls make it use less storage space, if you don't have much storage space I do not recommend this",1
"my rating is still the same. ye, hoyoverse did delete my acc once, but now im playing on europe (ar 53) and started playing on asia 2 days ago (ar 20) and i remembered how fun and beautiful genshin is🫶",5
takes to much storage ;( I always wanted to play it i''m not forcing at all but I reccomend that it takes a bit less of storage you don't have to but have a great day?night p.s:genshin impact is better then Roblox I played on my moms phone,1
The game is good but can you give us a more primogems,1
"Hate The game Hate the Ads Takes up too much storage. I hate the Cringey ""FeAsT YoUr eYeS WaTcH AnD LeArN"" and the worst of all You can't skip the ad. I don't even consider you a game and fighting and getting new characters Are WORTHLESS. You're like fortnite but Worse and Fortnite is already Bad I would see my self out the game. Goodbye, You're game Sucks.",1
"This is a very good game but the thing that hits my mind all the time is that the text "" worship statue"". Please change the text. It's a 5 star review but the only thing that changes my mind is mentioned above.",3
Good,4
I love you all,5
This game is really characteristic and really fun to play,5
"Deserves more than five star🫰🏻⭐⭐⭐⭐⭐1. The graphics, quality and events are great 😖💓 2. The characters are very, very beautiful 😭😭 please keep up the amazing work and I wish you success always 🫰🏻🌸 I love Genshin Impact 🌸😭🫰🏻💓🍃❄️",5
It's super fun! I love it♡ the characters are indeed pretty and their powers are so unique. I started playing yesterday and I'm obsessed still waiting to get more characters tho 😄,5
One of the best game in the world 🌍🌎,5
It's a pretty interesting as well as good game but its storage is too much,3
Jabaridast 💓😉 . I like it . 30 GB game,5
Nice game,4
"I love this game. Its awesome. Absolutely fantastic. From the lore, backstories and music, it all too freaking amazing. They really spend so much time and effort into writing the storyline, and makes you feel part of the game. The devs are really awesome. . . . And then you got the marketing team tryna make you spend ur life savings, but just spend as a last resort.",5
I've only gust got past the 1st cutseen,5
The best game ever😃🙂,5
"I personally dont recommend the game. At first, yes its good, but as you get closer to end you start to notice that devs doesn't care about their player base and there is nothing to do if you are not a tryhard, and ut has very and by that i mean VERY bad gacha system (basically casino). Would recommend if you dont have much time on games",1
"I love the game and the update but my phone does not have space for it so i have to delete it but its ok i highly recommend this, its a beautiful game try it..",5
"It was great, the adventure and all.. but please be reminded that everytime u play this game, u need to record it in case u lost your account or got hacked. I lost my account and apparently someone else have it, linked to their email and password and i tried to get it back and emailed the hoyoverse... But they said i cannot get them back but I'm already in ar 56.",1
"Good but the only thing to do is grind. Grind missions. If your stuck on a mission, you grind levels and stuff. Want a new character? GRIND",4
"Okay game. if you miss ur abusive ex or something like that, then 100% recommend, the devs will care about you even less then (s)he did.",2
Best game evrr,5
I just started on 25 December 2023 and since then I've been obsessed with this game. I always thought it would be boring or something but no the storyline and characters are completely different from what I imagined!! I've been in love with this game ever since and love the quality but I would love to have more chances of wishing for characters since hsr has a hit more features but still everything is perfect or how I see it so 4 stars❤,4
Good,4
"Been playing since launch and to me, there's literally nothing to be hyped for except the new characters. It's getting stale and it has been like this ever since Sumeru. Story progression is too slow. Storytelling is just plain bad and full of uneccesary dialogues you'll fall asleep when reading. TCG that no one cares about. QoL updates that takes ages to implement. Most ingame mechanics are just there to stretch your game time but are boring and annoying. SA is the only endgame.. List goes on.",2
Terribly boring,1
Genshin could never.,1
"It's a great game but if you're like me who's been playing for like 2 years, it gets boring not to mention Hoyo's reward system too, it really is beautiful game the characters are amazing but soon enough farming, fighting and doing it all over again feels like a chore that has to be completed continously just for new characters and it goes on and on...",2
Love ittttt ❤️,5
even with a brand new phone with absolutely NO DATA IN IT it wouldn't install,1
it would not let me play,1
kerenn bangett,5
"Passionate game good music and visual, very heartwarming and colourful events. Epic gameplay. Lots of puzzles some even too hard may take hours but good for brains.. so win win. Low amount of energy for dungeons. Very low percentage on artifact generating crit numbers. Elemental cups almost non existent may take months to find. Lot of characters to play. Choose ur waifus or husband and wiggle around the continent. Map is enormous could get some mounts for faster movement. But very fun to play.",5
"First of all, this is the best game I've ever played. The story is very long and still in development, the events have various options. The graphics are on a different level. So if anybody writes a review about how they like it but gives 1 star, then cry about the lag, get a better device. If you can't, then it's not meant for you to play, sorry. The lag is because of the quality of the game, the developers are going for quality. It's not their fault that the game can't run on a hairdryer. <3",5
KASIH GW NEUVILETTE COKKKKK,1
Good and interesting,3
I need KAZUHA AT ALL COST MIHOYO PLZ,5
give me money,1
So far so good,5
"This game rocks, I love the stories and the lore is amazing, the character designs are also cool, I also love the game's stories, like Venti's Archon quest.",5
its a very good game and its story and events are fun too.the graphics and game play is good but the character switch is a little off but its best game out all the games i have played till now . great job devs,5
No male carecter,1
Its fun to play this game,5
"π~π bring an option to see damage text, ice bridge n grass",5
I like it!,5
I like this game!:D I love the art style and the characters are well made:)),5
Really a good game,5
Veri pog gaem,5
exceptional !!,5
I love it,5
Story Role Playing Game,4
It literally asked me to download 30 gb external file,1
I love it bc it even camers device and I love the under water,5
This is a very good game,5
Trash,1
i love this game,5
To many quest only move here and then move there just for talking nonsense,2
Mu Most Fav game.Nothin more you can expect from a game like this 🤩🤩🤩🤩🤩🤩😁☠️,5
Please add in every level a new person 🙏🙏 also add more food and lower the primo gems I beg you 🙏🙏,5
Good game btw,5
CUSTOMER SERVICE AND CUSTOMER SUPPORT NEVER REPLY TO ANY MY EMAIL!! BAD SERVICE AND ALSO I CAN'T RESET MY PASSWORD CAUSE IT SAID TO MANY REGUEST! I JUST TRY IT 2 TIME ONLY BRUH!!? BAD SERVICE,1
boring asf,1
i like it.,5
Loved it,5
"randomly got logged out of my account, but got it back! thank you genshin for the amazing game!",5
i love it evry ting is cool and c ish but there are ni lidodings like maked me mad but i like the game 100 persunt And I Am star light and i have a question why dose it have to lode can ur plis cancle the loding becos am starting to hate the game plise still i did not log in dame gofe its boring plisplis by gods name cancle the loding deer oner of gensin impacact i hpe thise massage riches you good bye and i want a masseg from you,5
Good game,5
Enable trade between friends like artifact and weapon,4
Cool,5
I HOPE I GET ITTO PLS,5
I love the game so much you can also play with friends have the many challenges it's just the best game and you should really download it's a really good game.,5
It is a good game .. i like it a lot .. but the thing is .. i am playing in my android .. and hopefully .. they will grant us our wish that we can play in our controller like i phone does ..,3
"Player since day 1. Was fun to start, logged in daily. Now I barely log in at all. The motivation to explore is nearly gone. There's no challenge modes aside from the abyss. It's just too repetitive. The writing, mainly voiced cutscenes and character animations, can be jarring at times and ruins the immersion. Like most games, feedback you give is useless. There still is no controller support for Android. It's been years now. Compared to Star Rail, this feels like you get less for more.",3
I like it very much but when we get in the water area where the water god is I don't know what the element is called but the main problem is that when I go out to swim in other areas in the reason why I am telling this is because I already lost my other account so when I go to swim in another area I can't so fix that and we can swim in any area that has water please,1
It is amazing and Stories are also amazing,5
It's really bad to download the resources .,1
It's a pretty good game ever. I don't know what to say. You should try it if you like collecting waifus . There are some bugs here and there and endgame kinda eh but I give it 5 star,5
This game is so cool!! But plss fix the lag issues,5
I am INLOVE WITH THIS GAME! It's so cool! Keep up the good work guys!,5
I love it,5
The download resources is to long,1
THIS IS SOO FUNN,5
Mantap guys,5
"Well developed game. However, not F2P friendly.",4
Үнэн гоё тоглоом шүү,5
It took me a while to level up but it was really fun,4
WE WANT KEYBOARD AND MOUSE SUPPORT PLEASE,5
spent so much money yet I still don't get heroes in wish. this is the worst game ever,1
"From the first time I played this game, everything seems fun and I enjoy the game so much. But lately, the game got so large it takes a lot of storage. The problem is also with the developers. They're not listening to their player feedbacks and the rewards nowadays kinda sucks. It's not worth it",1
The update doesn't load?,1
This loading game takes too long and I think it's best if u guys shorten it :>,3
Customer service not good doesn't even reply back I lost my account and I tried to recover my account by contacting the customer service for the recovery form but no reply whatsoever,4
Hey genshin I need wishes can you give me 100 wishe i have lost my 50 50 and I don't have money on me to top up,5
plsss fix the downloading resources very slow downloading 😒😒,4
No feedback,5
"This game is genuinely good. Please ignore the fandom, play the game like a normal human being and i guarantee your adventure in Teyvat will be as peaceful as the wind lead (haha)",5
PLEASE LET LYNEY AND NILOU COME HOME. LET NILOU GET HER RERUN IN 4.7 THE BLOOM QUEEN DESERVES IT ANDDD SHE HASN'T HAD A RERUN SINCE 3.6,5
ARLECCHINO BANNER?! WHEN?! (4.6),5
I like the game but doing quests feels like only dialogue there should be option to skip dialogue,2
Just free,5
Wow super duper cool,5
So fun i even get qiqi fast!,5
"art is amazing, game play amazing, characters amazing. Love it 🤍🤍",5
"Reason I changed my review from 5 star to a 2 star is because ever since the sumeru update I keep on crashing and yes my settings are set to the Lowest and I have a lot of storage left. This is frustrating since I can't even complete a single commission without crashing at least 20 times, please fix this quick it hurts my patience each time I see this game now. Please fix.",1
The graphics are so pretty and the storylines really good,5
This is a Good Game with Several Influences from our Real World.,5
ALLECHINO WILL BE MINE.,5
I like the game!!!😆,5
Love it,5
"Started playing this for the first time ever a few days ago and I'm absolutely hooked. I'm playing this on max graphics on the samsung galaxy fold 5 and it's simply amazing with the screen folded out. Controls are so easy to use, the graphics are incredible and the open world gives me countless hours of playback. I'm playing this at every opportunity I get and I've not touched another game on my phone since I got this. The last time I got hooked to a game like this was when skyrim came out.",5
Is awesome is great the design is very cool and it acts like a very good anime games my only problem is that on mobile it lasts a lot and sometimes it won't even let me play other than that it's a good game.,5
I was unable to download the game with plenty of storage. Not sure why it won't download. Videos are no help.,5
"Make the AR ascensions easier, giving us 2 minutes to finish the quest is t enough, make the enemies weaker or give us more time.",1
made my phone blow up. 1 star for Android.,1
i like it :),5
need a special optimization for tablets like Xiaomi pad 6 the game runs awful on it,1
Genshin Impact mobile Cannot use ps4 controller why? i like this game but disappointed.,1
When the screen is done loading it suddenly makes me leave the app😐🤦,2
I really like it,5
"Genshin Impact has so far been very fun! It has a lot of cool unique creators to play and it is made for all types of players. In it you can hunt, explore,gather,fight enemies and do quests. The world is very very big so you will never get bored and even when you finish the game there is still so much to do and explore.",5
Masterpiece game,5
"good explorations, just add more free primos events, thats all",5
it is AMAZING,5
Beautiful to play because she is happy,5
I am stuck with the loading screen 🙄,1
bad,1
So far I like it. It's absolutely beautiful. Lots to do. Can pick it up and put down easily. Interesting story. Perfect for me and my interest.,5
"the gameplay is well done and the characters have an interesting story too, the music is suuuuper good so it deserves to be played. :)) then the customer help is always super nice ♡ however it would also be good for you to fix the physics in the body of the girls lol",1
It's fun,5
Its aight,4
"Its a very fun game, it is important to have storage space and a good device for the best experience, I also loved tha story line",5
Good game,5
The game got bug but i hope i can play again,5
It's a very fun game to play with friends and family,5
THE WHORST GACHA SESTYM EVER.,1
"Pretty cool, I see",5
"Use good story writers on every story, get rid of paimon, condense data so every update isn't like 100gbs",2
PLEASE ADD AN AUTO-LOOT-COLLECT BUTTON!!!! Tired of having to smash the ⬛ on my PS5 controller repeatedly for collecting drops!,4
"How are people playing this game! I swear I have 10 GB of storage, which is half my entire storage space, and it still can't even download the resources. Like bruh",1
"Playing GI very exhausted sometimes. Grinding sht, daily sht, and losing gacha. And then i saw how u, hoyoverse, handle the critics like that. I feel like sht that always expect new features. Lv100, 200resin, extension abyss floor, etc. It seems like, what u, hoyoverse care rn is marketing new characters and gain big profit. New Patch just to keep player dont runaway. And mostly boring.",1
Pengembangnya kikir saya tidak suka,1
"Over a year this game become boring to me because of when you finish all of the story quest, explored the map, open all the chest etc. I wish that they always release a new archon quest in every update so us who play this don't get bored especially ar60 players",4
I hope it takes a little less space then it does.,4
As a free to play player it's a bit troubling knowing there are other people who can pay there way thru the game but it's really easy to stay invested and play for hours and I was at somepoint someone who thought this game was stupid but now I relise him fun and how much time I can put into this game.,4
"Genshin Impact, hailed for its visuals and gameplay, falls short due to its predatory gacha system, lack of meaningful endgame content, restrictive resin system, shallow storytelling, limited multiplayer features, performance issues, and profit-driven monetization. The game's emphasis on expensive microtransactions, repetitive tasks, and unfulfilling narrative arcs creates a pay-to-win environment, fosters player burnout, and fails to deliver a truly immersive and satisfying gaming experience.",1
GREAT APP.,5
Easily the absolute best mobile game ever. Everything about this game is so amazing. The story is decent I would say. It has a very big map and u can explore Soo much also it is open world. U don't exactly need money to play this game u can play it without paying at all like me. There is however a major issue that is the ping pls hoyo create a better server for Asia we need more asian servers it is always above 170- 300 even though my wi fi is rly good. Pls this game would be perfect with that.,5
It was soooooo fun,5
"This game could be pretty fun but so many downsides in the game... Such as the excessive amount of storage, the underwhelming lack of endgame content, the bad wishing system and artifact system, how difficult it is to level up your characters, and the overall lack of content. It seems good at first then it just feels like it's not enough, and the requests made by players that still aren't introduced like more resin, skip button, more QoL updates etc. It's unlikely but I hope they listen to us.",1
Idk I just like it,5
👍👍,5
This is a overall good game but the main prob is getting primos and I like it make me sometime feel bad for not getting anything and doing so much hard work and the daily commission is like doing daily homework it make me stressed,4
"Trash enemies can stop you in the middle of attacks but you can't stop them. World Leveling makes enemies stronger than you and in many cases unkillable. No way to change difficulty until reaching world 5, but you don't have powerful characters or equipment to survive. Bosses also summons enemies that you can't reach. Are you guys for real? Caps character level but makes enemies 10+ level stronger? Recommended level for dungeon bosses is false. If you have no money, don't play this game.",1
"Loved it. There were a few silly bugs, but they were fixed. The story is good, and the character designs are even better",5
"This game gives me depression.The graphics are ok,but it's really hard to get to level 20 or 30 to continue the main story.Kinda dissapointing....and it makes me cry,i love the charackters so much,but the chances to get them are REALLY low....",1
Excellent game,5
"Its very fun to play even though its quite sad, im happy that genshin exist:]",5
Game kikir ygy,1
😭😭 I have a 64gb phone bro please,5
This game is so amazing 😍,5
Mihoyo just listen to the people that made you what you are today....,1
good,5
It is so it hard to play if i'm going to level up kuki shinobu i need to go in inazuma but you need to fight child and its hard,1
"AR 58, 21 five star character with only 2 50/50 win in a lifetime and 1 early ? Meanwhile others getting 7/9 50/50 win a row with early ones . Damnn i may be the most unlucky person in the universe who still tries to play this after this heartbreaking insult . I give up.",1
"Imma keep it a buck, this kids game has a lot of pedophiles playing it",2
"its aesthetic game i love it ofcourse but only counter is that it cannot handle it if i am using 4G or 5G network it keeps crashing in 5minutes even with low settings and good phone as it says, I hope you developers of MiHoyo or HoyoVerse can fix the perfomace on Android issues for the rest i like it",5
very awesome,5
"this game is the best!! I main scara and he's so good! They are so much to explore, but mostly, I like to spend my primogems => I recommend u to download this game and see for yourself",5
Its so good,5
I like it but it's so hard to get a 5 star,5
The best game that I've played💯,5
"Well, to be honest I can't even play the game, Ill try more but I tried to make up a username and a password and used my own, I was pressing register now and I went to my gmail to see what the pin was and it reset my game so I had to do the process over and over but it kept closing me out. I don't know if this happeneds with other devices or it was just me. But the game looked really pretty on the screen I was in so ill give it a 3..",3
genshimnb (i never played it on my phone),4
Some missions are very hard and need the right timing should be a missions skip option,5
this game storyline is good,5
"I accidentally deleted this game, I literally wait for minutes, so I log in my gmail and i was expecting my old account but INSTEAD the game created me a new account, bring my account back it took me weeks just to level up and I can't lose it!",1
Kikir impact,1
"Never playing any hoyo games again. I don't have any luck in my pulls as a free to play, which hoyo hates to see, yes a f2p. Broke 2 phones while playing this game from overheating and 1 PC. Not playing any hoyo games anymore.",1
It's really good game,5
I give this a 5 star I have been playing this game for 3 months and I have heard a lot of comments abt how the game has dissatisfying rewards and let me tell you these rewards are very helpfull in the future and can be used in various ways I actully love to meet new characters and unlocking domains and getting on higher ar (adventure rank) and thank you for keeping this game free 👍👍💕💕☺️☺️☺️,5
Bad 😞 game,1
game burik banget,1
"It's a very good game,I love it but can I add competitive multiplayer,I like playing 1vor 1v2 or etc pls adding it will improve the game and can u allow on co-op mode, we can continue story quest pls.",5
Спасибо за письма ;),1
Rewards are too low,1
Wonderful game but nothing,4
Bad rewards compared to the time you have to waste to get it,1
Cool game,5
WUTHERING WAVES NATION ARISE!,1
It says insufficient storage every time 😡,1
"This game makes my brain rot (10/10, fully recomend)",5
Beautiful,5
"I love the game, the Graphics and the gameplay is so good, but they should really increase the amount of awards you can get. I understand you can get rewards by exploration and events but with the amount of new characters it is really challenging to get a character that you want.",3
Cool,5
How about not showing co-op teammate 2P badge on the map when they are in angel's share bar or any houses available in co-op. This way we can play hide n sneak with co-op teammates,5
This game has the best cut scene and this should be the top grossing in adventure literally not kidding it's so good,5
Its really my game i love rpj and adventure and the charactars are all amazing,5
Im 20 and my 18 yeat old son loves the game.,5
The reason why it's 3 star it's because the game gets really boring if you progress the story and play it all the time and there's no content to make the content its all looping but I love the characters the abilities I love the skills its really fun game but the reason for 3 stars because of the rewards and boring content.,3
This is an amazing game...,5
It take lots Of time to open,1
Bro I have to wait for this to get this MB load already its somewhere 29.000 and 30.000 megabytes I hate this,1
"Editing my review since uh it's been a year.. I really love this game sm and I think the ONLY thing that I'm really having a hard time is getting primos and wishing on banners cuz I'm really freaking unlucky😭 But overall everything's great. THE LORE IS THE BEST ‼️‼️‼️‼️ VERY VERY INTERESTING. The character designs are good too I love it sm 🥹 And abt the graphics, it's quite fine for me cuz my phone can handle high graphics (I LOVE THE DETAILS SO MUCHBTOO)",5
"PLIS KASIH PRIMOGEMS LEBIH BANYAK, JANGAN JADI GAME KIKIR PLIS, AKU MW FATHER 😭😭😭😭😭 I WILL DO ANYTHING😭",5
An open world game action adventure type I like it and moreover I dounloaded this game because I seee beautiful 🤩 females in ad and I really enjoyed this game 😁 and now after two yrs I have alot of mommyes 😅😅😳 and if you gyes want more female momyes then click yes 😅 if this review get alot of yes then hoyo might see this and accept it lol and moreover we might see more female characters 😅😅😳😳😳😅,5
Favorite game everrr❀( ⸝⸝•ᴗ•⸝⸝ )❀,5
😊,5
At some point in the downloading process it just stop 1500-3000 mb I already have the amount of space And the required wifi but it just slows down the downloading speed for no reason it only happens on mobile data,1
"Awesome i love it theres alot of quest and things to explore you can also fly,swim,climb it has aton experience",5
"The customer service is filled with bots rejecting the account recovery forms, it took me 2 years to get my account back without the help of mihoyo customer service. Really sad they try to minimise costs in such important field",1
This game is good everything.What I would like to suggest is that adding more languages would be better.,4
Sehat sehat game baik,4
THE BEST GAME EVER,5
Good game,5
Don't waste your time. If you haven't played before don't bother starting now.,1
game kikir tapi cinta🥰,5
could the redemption codes NOT EXPIRE AFTER 5 MINUTES,1
"This game has a TON to offer! However, it is gae af. Your choices mean little and their answers match what the story wants. I wanted to be a menace and do my own free world exploring, but the game makes you follow the story. On the bright side a kid wanted me to feed some geese and I killed them all after throwing down the food and he recognized it. If you want a pg story with some cutsy high pitch voices then this is for you. Game is good, but very much follow the script. Worth a shot",4
Very cool!,5
Good,5
This game so good but my luck so bad that's why I giving 2 star pls increase my luck rate i not get yet 5 Star I'm 30 ad lvl I see al players got 5 in Start or randomly pls :v fix,2
Amazing!!,5
Yeah,4
Getting bored,3
This game sucks,1
"""If Adventuring in Teyvat was a dream, Genshin Impact is truly a dream-come-true! An epic journey full of immersive lore, stunning landscapes, and memorable characters. Each corner of the vast open world offers a new surprise, a hidden treasure, or a breathtaking view. The combat system is intricate and strategic, inviting players to experiment with a myriad of gameplay styles and character builds. The constant updates and influx of content keeps the game fresh and engaging. And let's not forget",5
I love this game it's so slay 🥰😍💅✨🤩🤑🤭🔥🤯😇😃😘😜☺️❤️💖👍,5
